Country;Response_measure;date_start;date_end
Spain;StayHomeGen;09/03/20;13/03/20
Spain;StayHomeOrder;14/03/20;03/05/20
Spain;StayHomeOrderPartial;04/05/20;11/05/20
Spain;StayHomeOrderPartial;25/10/20;NA
Spain;StayHomeRiskG;12/03/20;NA
Spain;Teleworking;09/03/20;12/04/20
Spain;TeleworkingPartial;13/04/20;NA
Sweden;AdaptationOfWorkplace;08/07/20;NA
Sweden;AdaptationOfWorkplacePartial;25/03/20;07/07/20
Sweden;BanOnAllEvents;14/06/20;NA
Sweden;ClosHigh;18/03/20;15/06/20
Sweden;ClosPubAnyPartial;01/07/20;NA
Sweden;ClosSec;18/03/20;15/06/20
Sweden;ClosSec;07/12/20;01/04/21
Sweden;ClosSecPartial;23/11/20;06/12/20
Sweden;EntertainmentVenuesPartial;25/03/21;NA
Sweden;GymsSportsCentresPartial;06/03/21;NA
Sweden;IndoorOver50;28/03/20;13/06/20
Sweden;IndoorOver500;12/03/20;27/03/20
Sweden;MasksVoluntaryClosedSpacesPartial;07/01/21;NA
Sweden;MassGather50;28/03/20;NA
Sweden;MassGatherAll;12/03/20;NA
Sweden;NonEssentialShopsPartial;09/03/21;NA
Sweden;OutdoorOver50;29/03/20;13/06/20
Sweden;PrivateGatheringRestrictions;30/11/20;NA
Sweden;RestaurantsCafesPartial;01/07/20;NA
Sweden;StayHomeRiskG;01/04/20;22/10/20
Sweden;Teleworking;16/03/20;NA
Switzerland;AdaptationOfWorkplace;18/01/21;NA
Switzerland;BanOnAllEvents;20/03/20;05/06/20
Switzerland;BanOnAllEvents;18/01/21;NA
Switzerland;ClosHigh;16/03/20;11/05/20
Switzerland;ClosHigh;02/11/20;NA
Switzerland;ClosPrim;16/03/20;11/05/20
Switzerland;ClosPubAny;16/03/20;10/05/20
Switzerland;ClosPubAny;18/01/21;28/02/21
Switzerland;ClosPubAnyPartial;11/05/20;06/06/20
Switzerland;ClosPubAnyPartial;29/10/20;17/01/21
Switzerland;ClosPubAnyPartial;01/03/21;NA
Switzerland;ClosSec;16/03/20;11/05/20
Switzerland;EntertainmentVenues;22/12/20;28/02/21
Switzerland;EntertainmentVenuesPartial;29/10/20;21/12/20
Switzerland;EntertainmentVenuesPartial;01/03/21;NA
Switzerland;GymsSportsCentres;16/03/20;10/05/20
Switzerland;GymsSportsCentres;22/12/20;NA
Switzerland;GymsSportsCentresPartial;11/05/20;06/06/20
Switzerland;IndoorOver100;13/03/20;19/03/20
Switzerland;IndoorOver100;06/06/20;22/06/20
Switzerland;IndoorOver1000;02/03/20;12/03/20
Switzerland;IndoorOver1000;23/06/20;01/10/20
Switzerland;IndoorOver50;29/10/20;17/01/21
Switzerland;MasksMandatoryAllSpaces;06/07/20;NA
Switzerland;MasksVoluntaryClosedSpaces;16/03/20;05/07/20
Switzerland;MassGather50;20/03/20;05/06/20
Switzerland;MassGather50;29/10/20;NA
Switzerland;MassGatherAll;28/02/20;01/10/20
Switzerland;MassGatherAll;29/10/20;NA
Switzerland;NonEssentialShops;20/03/20;11/05/20
Switzerland;NonEssentialShops;18/01/21;01/03/21
Switzerland;NonEssentialShopsPartial;11/12/20;17/01/21
Switzerland;OutdoorOver100;13/03/20;19/03/20
Switzerland;OutdoorOver100;06/06/20;22/06/20
Switzerland;OutdoorOver1000;28/02/20;12/03/20
Switzerland;OutdoorOver1000;07/07/20;01/10/20
Switzerland;OutdoorOver500;23/06/20;06/07/20
Switzerland;PrivateGatheringRestrictions;20/03/20;05/06/20
Switzerland;PrivateGatheringRestrictions;19/10/20;NA
Switzerland;RestaurantsCafes;16/03/20;06/06/20
Switzerland;RestaurantsCafes;22/12/20;NA
Switzerland;RestaurantsCafesPartial;29/10/20;21/12/20
Switzerland;StayHomeGen;22/12/20;22/01/21
Switzerland;StayHomeRiskG;16/03/20;NA
Switzerland;Teleworking;16/03/20;17/01/21
Switzerland;TeleworkingPartial;18/01/21;NA
United Kingdom;BanOnAllEvents;14/09/20;01/12/20
United Kingdom;ClosDaycare;23/03/20;31/05/20
United Kingdom;ClosDaycarePartial;01/06/20;01/09/20
United Kingdom;ClosPrim;23/03/20;31/05/20
United Kingdom;ClosPrimPartial;01/06/20;01/09/20
United Kingdom;ClosPubAny;16/03/20;09/05/20
United Kingdom;ClosPubAnyPartial;10/05/20;07/08/20
United Kingdom;ClosPubAnyPartial;24/09/20;01/12/20
United Kingdom;ClosSec;23/03/20;14/06/20
United Kingdom;ClosSecPartial;15/06/20;01/09/20
United Kingdom;EntertainmentVenues;16/03/20;02/07/20
United Kingdom;EntertainmentVenues;05/11/20;01/12/20
United Kingdom;EntertainmentVenuesPartial;03/07/20;07/08/20
United Kingdom;GymsSportsCentres;20/03/20;12/05/20
United Kingdom;GymsSportsCentres;05/11/20;01/12/20
United Kingdom;GymsSportsCentresPartial;13/05/20;09/07/20
United Kingdom;HotelsOtherAccommodation;24/03/20;02/07/20
United Kingdom;HotelsOtherAccommodationPartial;05/11/20;01/12/20
United Kingdom;IndoorOver50;04/07/20;13/09/20
United Kingdom;MasksMandatoryClosedSpaces;27/07/20;NA
United Kingdom;MasksVoluntaryClosedSpaces;09/06/20;26/07/20
United Kingdom;MassGather50;28/05/20;01/12/20
United Kingdom;MassGatherAll;28/05/20;01/12/20
United Kingdom;NonEssentialShops;23/03/20;09/05/20
United Kingdom;NonEssentialShops;05/11/20;01/12/20
United Kingdom;NonEssentialShopsPartial;10/05/20;12/06/20
United Kingdom;OutdoorOver50;28/05/20;13/09/20
United Kingdom;PlaceOfWorship;24/03/20;18/05/20
United Kingdom;PrivateGatheringRestrictions;24/03/20;03/07/20
United Kingdom;PrivateGatheringRestrictions;09/09/20;01/12/20
United Kingdom;RegionalStayHomeOrder;23/10/20;08/11/20
United Kingdom;RegionalStayHomeOrder;20/12/20;11/04/21
United Kingdom;RestaurantsCafes;16/03/20;02/07/20
United Kingdom;RestaurantsCafes;05/11/20;01/12/20
United Kingdom;RestaurantsCafesPartial;24/09/20;04/11/20
United Kingdom;SocialCircle;09/09/20;01/12/20
United Kingdom;StayHomeGen;16/03/20;23/03/20
United Kingdom;StayHomeOrder;24/03/20;09/05/20
United Kingdom;StayHomeOrder;05/11/20;01/12/20
United Kingdom;StayHomeOrderPartial;10/05/20;04/07/20
United Kingdom;StayHomeRiskG;16/03/20;05/07/20
United Kingdom;StayHomeRiskG;05/11/20;01/12/20
United Kingdom;StayHomeRiskGPartial;06/07/20;01/08/20
United Kingdom;Teleworking;16/03/20;09/05/20
